Age,Country,Gender,Region,Total or Difference,Year,Literacy rate,Number of Records
65+,Qatar,male,Northern Africa and Western Asia,Total,2016,80.27%,1
65+,Turkey,male,Northern Africa and Western Asia,Total,2016,95.84%,1
65+,Armenia,male,Northern Africa and Western Asia,Total,2017,99.52%,1
65+,Azerbaijan,male,Northern Africa and Western Asia,Total,2017,98.69%,1
65+,Bahrain,male,Northern Africa and Western Asia,Total,2017,84.60%,1
65+,Egypt,male,Northern Africa and Western Asia,Total,2017,43.21%,1
65+,Georgia,male,Northern Africa and Western Asia,Total,2017,99.25%,1
65+,Kuwait,male,Northern Africa and Western Asia,Total,2017,88.44%,1
65+,Oman,male,Northern Africa and Western Asia,Total,2017,58.55%,1
65+,Qatar,male,Northern Africa and Western Asia,Total,2017,79.47%,1
65+,Saudi Arabia,male,Northern Africa and Western Asia,Total,2017,76.93%,1
65+,Turkey,male,Northern Africa and Western Asia,Total,2017,93.19%,1
65+,Algeria,male,Northern Africa and Western Asia,Total,2018,47.89%,1
65+,Bahrain,male,Northern Africa and Western Asia,Total,2018,85.13%,1
65+,Iraq,male,Northern Africa and Western Asia,Total,2018,35.73%,1
65+,Jordan,male,Northern Africa and Western Asia,Total,2018,96.46%,1
65+,Kuwait,male,Northern Africa and Western Asia,Total,2018,88.80%,1
65+,Lebanon,male,Northern Africa and Western Asia,Total,2018,84.88%,1
65+,Morocco,male,Northern Africa and Western Asia,Total,2018,51.42%,1
65+,Oman,male,Northern Africa and Western Asia,Total,2018,58.97%,1
65+,Palestine,male,Northern Africa and Western Asia,Total,2018,91.49%,1
65+,Sudan,male,Northern Africa and Western Asia,Total,2018,43.16%,1
65+,Papua New Guinea,male,Oceania,Total,2010,41.26%,1
65+,Marshall Islands,male,Oceania,Total,2011,92.79%,1
65+,Samoa,male,Oceania,Total,2011,96.30%,1
65+,Tonga,male,Oceania,Total,2011,98.89%,1
65+,Palau,male,Oceania,Total,2013,98.49%,1
65+,New Caledonia,male,Oceania,Total,2014,92.93%,1
65+,Vanuatu,male,Oceania,Total,2014,52.69%,1
65+,Palau,male,Oceania,Total,2015,89.56%,1
65+,Fiji,male,Oceania,Total,2017,95.91%,1
65+,Samoa,male,Oceania,Total,2018,97.71%,1
65+,Tonga,male,Oceania,Total,2018,99.11%,1
65+,Vanuatu,male,Oceania,Total,2018,57.94%,1
65+,Cameroon,male,Sub-Saharan Africa,Total,2010,42.44%,1
65+,Central African Republic,male,Sub-Saharan Africa,Total,2010,55.55%,1
65+,Equatorial Guinea,male,Sub-Saharan Africa,Total,2010,86.90%,1
65+,Ghana,male,Sub-Saharan Africa,Total,2010,50.31%,1
65+,Guinea,male,Sub-Saharan Africa,Total,2010,15.46%,1
65+,Malawi,male,Sub-Saharan Africa,Total,2010,66.05%,1
65+,Mali,male,Sub-Saharan Africa,Total,2010,18.86%,1
65+,Rwanda,male,Sub-Saharan Africa,Total,2010,52.97%,1
65+,Seychelles,male,Sub-Saharan Africa,Total,2010,67.79%,1
65+,South Africa,male,Sub-Saharan Africa,Total,2010,73.92%,1
65+,Swaziland,male,Sub-Saharan Africa,Total,2010,52.87%,1
65+,Uganda,male,Sub-Saharan Africa,Total,2010,55.67%,1
65+,United Republic of Tanzania,male,Sub-Saharan Africa,Total,2010,73.13%,1
65+,Zambia,male,Sub-Saharan Africa,Total,2010,72.87%,1
65+,Congo,male,Sub-Saharan Africa,Total,2011,88.15%,1
65+,Mali,male,Sub-Saharan Africa,Total,2011,20.32%,1
65+,Mauritius,male,Sub-Saharan Africa,Total,2011,78.41%,1
65+,Namibia,male,Sub-Saharan Africa,Total,2011,58.57%,1
65+,Senegal,male,Sub-Saharan Africa,Total,2011,43.67%,1
65+,South Africa,male,Sub-Saharan Africa,Total,2011,73.81%,1
65+,Togo,male,Sub-Saharan Africa,Total,2011,29.49%,1
65+,Zimbabwe,male,Sub-Saharan Africa,Total,2011,82.59%,1
65+,Benin,male,Sub-Saharan Africa,Total,2012,11.95%,1
65+,Cabo Verde,male,Sub-Saharan Africa,Total,2012,52.26%,1
65+,Comoros,male,Sub-Saharan Africa,Total,2012,21.86%,1
65+,Côte d'Ivoire,male,Sub-Saharan Africa,Total,2012,36.24%,1
65+,Democratic Republic of the Congo,male,Sub-Saharan Africa,Total,2012,75.62%,1
65+,Gabon,male,Sub-Saharan Africa,Total,2012,78.21%,1
65+,Madagascar,male,Sub-Saharan Africa,Total,2012,60.85%,1
65+,Niger,male,Sub-Saharan Africa,Total,2012,19.83%,1
65+,Rwanda,male,Sub-Saharan Africa,Total,2012,41.67%,1
65+,Sao Tome and Principe,male,Sub-Saharan Africa,Total,2012,74.02%,1
65+,South Africa,male,Sub-Saharan Africa,Total,2012,75.57%,1
65+,Uganda,male,Sub-Saharan Africa,Total,2012,57.96%,1
65+,United Republic of Tanzania,male,Sub-Saharan Africa,Total,2012,59.00%,1
65+,Botswana,male,Sub-Saharan Africa,Total,2013,43.53%,1
65+,Gambia,male,Sub-Saharan Africa,Total,2013,18.75%,1
65+,Senegal,male,Sub-Saharan Africa,Total,2013,36.96%,1
65+,Sierra Leone,male,Sub-Saharan Africa,Total,2013,7.13%,1
65+,Angola,male,Sub-Saharan Africa,Total,2014,47.48%,1
65+,Botswana,male,Sub-Saharan Africa,Total,2014,44.45%,1
65+,Burkina Faso,male,Sub-Saharan Africa,Total,2014,14.55%,1
65+,Burundi,male,Sub-Saharan Africa,Total,2014,37.52%,1
65+,Côte d'Ivoire,male,Sub-Saharan Africa,Total,2014,25.46%,1
65+,Equatorial Guinea,male,Sub-Saharan Africa,Total,2014,90.49%,1
65+,Guinea,male,Sub-Saharan Africa,Total,2014,21.58%,1
65+,Guinea-Bissau,male,Sub-Saharan Africa,Total,2014,37.68%,1
65+,Kenya,male,Sub-Saharan Africa,Total,2014,74.62%,1
65+,Lesotho,male,Sub-Saharan Africa,Total,2014,36.60%,1
65+,Malawi,male,Sub-Saharan Africa,Total,2014,68.20%,1
65+,Rwanda,male,Sub-Saharan Africa,Total,2014,46.14%,1
65+,South Africa,male,Sub-Saharan Africa,Total,2014,77.38%,1
65+,Zimbabwe,male,Sub-Saharan Africa,Total,2014,92.72%,1
65+,Cabo Verde,male,Sub-Saharan Africa,Total,2015,57.73%,1
65+,Chad,male,Sub-Saharan Africa,Total,2015,14.15%,1
65+,Gambia,male,Sub-Saharan Africa,Total,2015,39.40%,1
65+,Malawi,male,Sub-Saharan Africa,Total,2015,62.16%,1
65+,Mali,male,Sub-Saharan Africa,Total,2015,21.23%,1
65+,Mozambique,male,Sub-Saharan Africa,Total,2015,46.31%,1
65+,South Africa,male,Sub-Saharan Africa,Total,2015,78.27%,1
65+,Togo,male,Sub-Saharan Africa,Total,2015,39.34%,1
65+,United Republic of Tanzania,male,Sub-Saharan Africa,Total,2015,58.86%,1
65+,Chad,male,Sub-Saharan Africa,Total,2016,10.04%,1
65+,Democratic Republic of the Congo,male,Sub-Saharan Africa,Total,2016,75.96%,1
65+,Burundi,male,Sub-Saharan Africa,Total,2017,46.50%,1
65+,Ethiopia,male,Sub-Saharan Africa,Total,2017,23.87%,1
65+,Liberia,male,Sub-Saharan Africa,Total,2017,56.85%,1
65+,Mauritania,male,Sub-Saharan Africa,Total,2017,44.04%,1
65+,Mozambique,male,Sub-Saharan Africa,Total,2017,49.97%,1
65+,Senegal,male,Sub-Saharan Africa,Total,2017,46.21%,1
65+,South Africa,male,Sub-Saharan Africa,Total,2017,59.95%,1
65+,Benin,male,Sub-Saharan Africa,Total,2018,16.31%,1
65+,Burkina Faso,male,Sub-Saharan Africa,Total,2018,19.38%,1
65+,Cameroon,male,Sub-Saharan Africa,Total,2018,59.71%,1
65+,Central African Republic,male,Sub-Saharan Africa,Total,2018,54.52%,1
65+,Comoros,male,Sub-Saharan Africa,Total,2018,27.87%,1
65+,Congo,male,Sub-Saharan Africa,Total,2018,87.81%,1
65+,Côte d'Ivoire,male,Sub-Saharan Africa,Total,2018,30.84%,1
65+,Eritrea,male,Sub-Saharan Africa,Total,2018,43.89%,1
65+,Gabon,male,Sub-Saharan Africa,Total,2018,79.69%,1
65+,Ghana,male,Sub-Saharan Africa,Total,2018,64.97%,1
65+,Kenya,male,Sub-Saharan Africa,Total,2018,76.42%,1
65+,Madagascar,male,Sub-Saharan Africa,Total,2018,67.66%,1
65+,Mali,male,Sub-Saharan Africa,Total,2018,26.74%,1
65+,Mauritius,male,Sub-Saharan Africa,Total,2018,93.36%,1
65+,Namibia,male,Sub-Saharan Africa,Total,2018,75.15%,1
65+,Nigeria,male,Sub-Saharan Africa,Total,2018,40.11%,1
65+,Rwanda,male,Sub-Saharan Africa,Total,2018,50.68%,1
65+,Sao Tome and Principe,male,Sub-Saharan Africa,Total,2018,82.17%,1
65+,Seychelles,male,Sub-Saharan Africa,Total,2018,76.37%,1
65+,Sierra Leone,male,Sub-Saharan Africa,Total,2018,9.71%,1
65+,South Sudan,male,Sub-Saharan Africa,Total,2018,17.34%,1
65+,Swaziland,male,Sub-Saharan Africa,Total,2018,62.38%,1
65+,Uganda,male,Sub-Saharan Africa,Total,2018,65.91%,1
65+,Zambia,male,Sub-Saharan Africa,Total,2018,80.93%,1
15+,Russian Federation,total,Europe and Northern America,Total,2010,99.68%,1
15+,Spain,total,Europe and Northern America,Total,2010,97.75%,1
15+,Greece,total,Europe and Northern America,Total,2011,97.37%,1
15+,Italy,total,Europe and Northern America,Total,2011,98.85%,1
15+,Latvia,total,Europe and Northern America,Total,2011,99.90%,1
15+,Lithuania,total,Europe and Northern America,Total,2011,99.82%,1
15+,Malta,total,Europe and Northern America,Total,2011,93.31%,1
15+,Montenegro,total,Europe and Northern America,Total,2011,98.44%,1
15+,Portugal,total,Europe and Northern America,Total,2011,94.48%,1
15+,Romania,total,Europe and Northern America,Total,2011,98.60%,1
15+,Serbia,total,Europe and Northern America,Total,2011,97.96%,1
15+,Spain,total,Europe and Northern America,Total,2011,97.78%,1
15+,Republic of Moldova,total,Europe and Northern America,Total,2012,99.14%,1
15+,Spain,total,Europe and Northern America,Total,2012,97.89%,1
15+,Ukraine,total,Europe and Northern America,Total,2012,99.97%,1
15+,Spain,total,Europe and Northern America,Total,2013,98.08%,1
15+,Hungary,total,Europe and Northern America,Total,2014,99.10%,1
15+,Republic of Moldova,total,Europe and Northern America,Total,2014,99.36%,1
15+,Slovenia,total,Europe and Northern America,Total,2014,99.70%,1
15+,Spain,total,Europe and Northern America,Total,2014,98.09%,1
15+,The former Yugoslav Republic of Macedonia,total,Europe and Northern America,Total,2014,97.80%,1
15+,Spain,total,Europe and Northern America,Total,2015,98.14%,1
15+,Serbia,total,Europe and Northern America,Total,2016,98.84%,1
15+,Spain,total,Europe and Northern America,Total,2016,98.25%,1
15+,Italy,total,Europe and Northern America,Total,2018,99.16%,1
15+,Malta,total,Europe and Northern America,Total,2018,94.50%,1
15+,Montenegro,total,Europe and Northern America,Total,2018,98.85%,1
15+,Portugal,total,Europe and Northern America,Total,2018,96.14%,1
15+,Romania,total,Europe and Northern America,Total,2018,98.84%,1
15+,Russian Federation,total,Europe and Northern America,Total,2018,99.73%,1
15+,San Marino,total,Europe and Northern America,Total,2018,99.92%,1
15+,Serbia,total,Europe and Northern America,Total,2018,98.29%,1
15+,Spain,total,Europe and Northern America,Total,2018,98.44%,1
15+,Argentina,total,Latin America and the Caribbean,Total,2010,98.95%,1
15+,Aruba,total,Latin America and the Caribbean,Total,2010,96.82%,1
15+,Brazil,total,Latin America and the Caribbean,Total,2010,90.38%,1
15+,Colombia,total,Latin America and the Caribbean,Total,2010,93.37%,1
15+,Dominican Republic,total,Latin America and the Caribbean,Total,2010,89.54%,1
15+,Ecuador,total,Latin America and the Caribbean,Total,2010,91.85%,1
15+,El Salvador,total,Latin America and the Caribbean,Total,2010,84.49%,1
15+,Honduras,total,Latin America and the Caribbean,Total,2010,84.76%,1
15+,Mexico,total,Latin America and the Caribbean,Total,2010,93.07%,1
15+,Panama,total,Latin America and the Caribbean,Total,2010,94.09%,1
15+,Paraguay,total,Latin America and the Caribbean,Total,2010,93.87%,1
15+,Puerto Rico,total,Latin America and the Caribbean,Total,2010,91.97%,1
15+,Suriname,total,Latin America and the Caribbean,Total,2010,94.68%,1
15+,Trinidad and Tobago,total,Latin America and the Caribbean,Total,2010,98.70%,1
15+,Uruguay,total,Latin America and the Caribbean,Total,2010,98.07%,1
15+,Antigua and Barbuda,total,Latin America and the Caribbean,Total,2011,98.95%,1
15+,Argentina,total,Latin America and the Caribbean,Total,2011,99.11%,1
15+,Bolivia (Plurinational State of),total,Latin America and the Caribbean,Total,2011,92.23%,1
15+,Brazil,total,Latin America and the Caribbean,Total,2011,91.41%,1
15+,Chile,total,Latin America and the Caribbean,Total,2011,96.70%,1
15+,Colombia,total,Latin America and the Caribbean,Total,2011,93.58%,1
15+,Costa Rica,total,Latin America and the Caribbean,Total,2011,97.41%,1
15+,Dominican Republic,total,Latin America and the Caribbean,Total,2011,90.11%,1
15+,Ecuador,total,Latin America and the Caribbean,Total,2011,91.59%,1
15+,El Salvador,total,Latin America and the Caribbean,Total,2011,85.49%,1
15+,Honduras,total,Latin America and the Caribbean,Total,2011,85.12%,1
15+,Mexico,total,Latin America and the Caribbean,Total,2011,93.52%,1
15+,Uruguay,total,Latin America and the Caribbean,Total,2011,98.34%,1
15+,Venezuela (Bolivarian Republic of),total,Latin America and the Caribbean,Total,2011,94.77%,1
15+,Argentina,total,Latin America and the Caribbean,Total,2012,99.11%,1
15+,Bolivia (Plurinational State of),total,Latin America and the Caribbean,Total,2012,94.46%,1
15+,Brazil,total,Latin America and the Caribbean,Total,2012,91.34%,1
15+,Cuba,total,Latin America and the Caribbean,Total,2012,99.75%,1
15+,Dominican Republic,total,Latin America and the Caribbean,Total,2012,90.16%,1
15+,Ecuador,total,Latin America and the Caribbean,Total,2012,92.06%,1
15+,Guatemala,total,Latin America and the Caribbean,Total,2012,78.26%,1
15+,Honduras,total,Latin America and the Caribbean,Total,2012,85.36%,1
15+,Mexico,total,Latin America and the Caribbean,Total,2012,94.23%,1
15+,Paraguay,total,Latin America and the Caribbean,Total,2012,94.20%,1
15+,Peru,total,Latin America and the Caribbean,Total,2012,93.84%,1
15+,Suriname,total,Latin America and the Caribbean,Total,2012,92.87%,1
15+,Uruguay,total,Latin America and the Caribbean,Total,2012,98.40%,1
15+,Argentina,total,Latin America and the Caribbean,Total,2013,99.12%,1
15+,Brazil,total,Latin America and the Caribbean,Total,2013,91.48%,1
15+,Chile,total,Latin America and the Caribbean,Total,2013,96.27%,1
15+,Dominican Republic,total,Latin America and the Caribbean,Total,2013,90.86%,1
15+,Ecuador,total,Latin America and the Caribbean,Total,2013,93.29%,1
15+,El Salvador,total,Latin America and the Caribbean,Total,2013,86.77%,1
15+,Guatemala,total,Latin America and the Caribbean,Total,2013,77.04%,1
15+,Honduras,total,Latin America and the Caribbean,Total,2013,85.46%,1
15+,Mexico,total,Latin America and the Caribbean,Total,2013,93.96%,1
15+,Paraguay,total,Latin America and the Caribbean,Total,2013,95.06%,1
15+,Uruguay,total,Latin America and the Caribbean,Total,2013,98.36%,1
15+,Argentina,total,Latin America and the Caribbean,Total,2014,98.99%,1
15+,Barbados,total,Latin America and the Caribbean,Total,2014,99.60%,1
15+,Brazil,total,Latin America and the Caribbean,Total,2014,91.73%,1
15+,Colombia,total,Latin America and the Caribbean,Total,2014,94.19%,1
15+,Dominican Republic,total,Latin America and the Caribbean,Total,2014,91.76%,1
15+,Ecuador,total,Latin America and the Caribbean,Total,2014,94.22%,1
15+,Grenada,total,Latin America and the Caribbean,Total,2014,98.60%,1
15+,Guadeloupe,total,Latin America and the Caribbean,Total,2014,96.00%,1
15+,Guatemala,total,Latin America and the Caribbean,Total,2014,81.29%,1
15+,Guyana,total,Latin America and the Caribbean,Total,2014,85.64%,1
15+,Honduras,total,Latin America and the Caribbean,Total,2014,87.20%,1
15+,Jamaica,total,Latin America and the Caribbean,Total,2014,88.10%,1
15+,Martinique,total,Latin America and the Caribbean,Total,2014,96.90%,1
15+,Mexico,total,Latin America and the Caribbean,Total,2014,94.56%,1
15+,Paraguay,total,Latin America and the Caribbean,Total,2014,95.03%,1
15+,Peru,total,Latin America and the Caribbean,Total,2014,93.71%,1
15+,Uruguay,total,Latin America and the Caribbean,Total,2014,98.44%,1
15+,Antigua and Barbuda,total,Latin America and the Caribbean,Total,2015,98.95%,1
15+,Argentina,total,Latin America and the Caribbean,Total,2015,99.18%,1
15+,Bolivia (Plurinational State of),total,Latin America and the Caribbean,Total,2015,92.46%,1
15+,Brazil,total,Latin America and the Caribbean,Total,2015,92.05%,1
15+,Chile,total,Latin America and the Caribbean,Total,2015,96.87%,1
15+,Colombia,total,Latin America and the Caribbean,Total,2015,94.25%,1
15+,Dominican Republic,total,Latin America and the Caribbean,Total,2015,91.99%,1
15+,Ecuador,total,Latin America and the Caribbean,Total,2015,94.46%,1
15+,El Salvador,total,Latin America and the Caribbean,Total,2015,87.97%,1
15+,Honduras,total,Latin America and the Caribbean,Total,2015,87.91%,1
15+,Mexico,total,Latin America and the Caribbean,Total,2015,94.47%,1
15+,Nicaragua,total,Latin America and the Caribbean,Total,2015,82.61%,1
15+,Paraguay,total,Latin America and the Caribbean,Total,2015,95.55%,1
15+,Peru,total,Latin America and the Caribbean,Total,2015,94.16%,1
15+,Uruguay,total,Latin America and the Caribbean,Total,2015,98.52%,1
15+,Venezuela (Bolivarian Republic of),total,Latin America and the Caribbean,Total,2015,96.61%,1
15+,Argentina,total,Latin America and the Caribbean,Total,2016,99.13%,1
15+,Brazil,total,Latin America and the Caribbean,Total,2016,92.81%,1
15+,Colombia,total,Latin America and the Caribbean,Total,2016,94.65%,1
15+,Dominican Republic,total,Latin America and the Caribbean,Total,2016,93.78%,1
15+,Ecuador,total,Latin America and the Caribbean,Total,2016,94.35%,1
15+,El Salvador,total,Latin America and the Caribbean,Total,2016,88.14%,1
15+,Haiti,total,Latin America and the Caribbean,Total,2016,61.69%,1
15+,Honduras,total,Latin America and the Caribbean,Total,2016,88.99%,1
15+,Mexico,total,Latin America and the Caribbean,Total,2016,94.86%,1
15+,Paraguay,total,Latin America and the Caribbean,Total,2016,94.65%,1
15+,Peru,total,Latin America and the Caribbean,Total,2016,94.17%,1
15+,Uruguay,total,Latin America and the Caribbean,Total,2016,98.56%,1
15+,Venezuela (Bolivarian Republic of),total,Latin America and the Caribbean,Total,2016,97.13%,1
15+,Brazil,total,Latin America and the Caribbean,Total,2017,93.08%,1
15+,Chile,total,Latin America and the Caribbean,Total,2017,96.40%,1
15+,Ecuador,total,Latin America and the Caribbean,Total,2017,92.83%,1
15+,El Salvador,total,Latin America and the Caribbean,Total,2017,88.48%,1
15+,Mexico,total,Latin America and the Caribbean,Total,2017,94.97%,1
15+,Peru,total,Latin America and the Caribbean,Total,2017,94.15%,1
15+,Puerto Rico,total,Latin America and the Caribbean,Total,2017,92.39%,1
15+,Uruguay,total,Latin America and the Caribbean,Total,2017,98.62%,1
15+,Argentina,total,Latin America and the Caribbean,Total,2018,99.00%,1
15+,Aruba,total,Latin America and the Caribbean,Total,2018,97.81%,1
15+,Brazil,total,Latin America and the Caribbean,Total,2018,93.23%,1
15+,Colombia,total,Latin America and the Caribbean,Total,2018,95.09%,1
15+,Costa Rica,total,Latin America and the Caribbean,Total,2018,97.86%,1
15+,Honduras,total,Latin America and the Caribbean,Total,2018,87.21%,1
15+,Mexico,total,Latin America and the Caribbean,Total,2018,95.38%,1
15+,Panama,total,Latin America and the Caribbean,Total,2018,95.41%,1
15+,Paraguay,total,Latin America and the Caribbean,Total,2018,94.02%,1
15+,Peru,total,Latin America and the Caribbean,Total,2018,94.41%,1
15+,Suriname,total,Latin America and the Caribbean,Total,2018,94.38%,1
15+,Uruguay,total,Latin America and the Caribbean,Total,2018,98.70%,1
15+,Azerbaijan,total,Northern Africa and Western Asia,Total,2010,99.77%,1
15+,Bahrain,total,Northern Africa and Western Asia,Total,2010,90.98%,1
15+,Egypt,total,Northern Africa and Western Asia,Total,2010,72.05%,1
15+,Jordan,total,Northern Africa and Western Asia,Total,2010,92.55%,1
15+,Kuwait,total,Northern Africa and Western Asia,Total,2010,94.47%,1
15+,Oman,total,Northern Africa and Western Asia,Total,2010,86.94%,1
15+,Palestine,total,Northern Africa and Western Asia,Total,2010,94.93%,1
15+,Tunisia,total,Northern Africa and Western Asia,Total,2010,79.13%,1
15+,Turkey,total,Northern Africa and Western Asia,Total,2010,92.66%,1
15+,Armenia,total,Northern Africa and Western Asia,Total,2011,99.74%,1
15+,Azerbaijan,total,Northern Africa and Western Asia,Total,2011,99.78%,1
15+,Cyprus,total,Northern Africa and Western Asia,Total,2011,98.68%,1
15+,Jordan,total,Northern Africa and Western Asia,Total,2011,95.90%,1
15+,Morocco,total,Northern Africa and Western Asia,Total,2011,67.08%,1
15+,Palestine,total,Northern Africa and Western Asia,Total,2011,95.27%,1
15+,Tunisia,total,Northern Africa and Western Asia,Total,2011,79.65%,1
15+,Turkey,total,Northern Africa and Western Asia,Total,2011,94.11%,1
15+,Azerbaijan,total,Northern Africa and Western Asia,Total,2012,99.78%,1
15+,Egypt,total,Northern Africa and Western Asia,Total,2012,73.87%,1
15+,Jordan,total,Northern Africa and Western Asia,Total,2012,97.89%,1
15+,Kuwait,total,Northern Africa and Western Asia,Total,2012,95.51%,1
15+,Morocco,total,Northern Africa and Western Asia,Total,2012,69.43%,1
15+,Palestine,total,Northern Africa and Western Asia,Total,2012,95.91%,1
15+,Tunisia,total,Northern Africa and Western Asia,Total,2012,80.22%,1
15+,Turkey,total,Northern Africa and Western Asia,Total,2012,94.92%,1
15+,Azerbaijan,total,Northern Africa and Western Asia,Total,2013,99.79%,1
15+,Egypt,total,Northern Africa and Western Asia,Total,2013,75.06%,1
15+,Iraq,total,Northern Africa and Western Asia,Total,2013,43.68%,1
15+,Kuwait,total,Northern Africa and Western Asia,Total,2013,95.59%,1
15+,Palestine,total,Northern Africa and Western Asia,Total,2013,96.28%,1
15+,Qatar,total,Northern Africa and Western Asia,Total,2013,90.63%,1
15+,Saudi Arabia,total,Northern Africa and Western Asia,Total,2013,94.43%,1
15+,Turkey,total,Northern Africa and Western Asia,Total,2013,95.26%,1
15+,Azerbaijan,total,Northern Africa and Western Asia,Total,2014,99.79%,1
15+,Georgia,total,Northern Africa and Western Asia,Total,2014,99.59%,1
15+,Oman,total,Northern Africa and Western Asia,Total,2014,91.98%,1
15+,Palestine,total,Northern Africa and Western Asia,Total,2014,96.43%,1
15+,Qatar,total,Northern Africa and Western Asia,Total,2014,91.33%,1
15+,Tunisia,total,Northern Africa and Western Asia,Total,2014,79.04%,1
15+,Turkey,total,Northern Africa and Western Asia,Total,2014,95.44%,1
15+,Azerbaijan,total,Northern Africa and Western Asia,Total,2015,99.79%,1
15+,Kuwait,total,Northern Africa and Western Asia,Total,2015,95.69%,1
15+,Oman,total,Northern Africa and Western Asia,Total,2015,93.04%,1
15+,Palestine,total,Northern Africa and Western Asia,Total,2015,96.69%,1
15+,Turkey,total,Northern Africa and Western Asia,Total,2015,95.60%,1
15+,Azerbaijan,total,Northern Africa and Western Asia,Total,2016,99.79%,1
15+,Bahrain,total,Northern Africa and Western Asia,Total,2016,97.07%,1
15+,Oman,total,Northern Africa and Western Asia,Total,2016,94.90%,1
15+,Palestine,total,Northern Africa and Western Asia,Total,2016,96.93%,1
15+,Qatar,total,Northern Africa and Western Asia,Total,2016,93.15%,1
15+,Turkey,total,Northern Africa and Western Asia,Total,2016,96.17%,1
15+,Armenia,total,Northern Africa and Western Asia,Total,2017,99.74%,1
15+,Azerbaijan,total,Northern Africa and Western Asia,Total,2017,99.79%,1
15+,Bahrain,total,Northern Africa and Western Asia,Total,2017,97.40%,1
15+,Egypt,total,Northern Africa and Western Asia,Total,2017,71.17%,1
15+,Georgia,total,Northern Africa and Western Asia,Total,2017,99.36%,1
15+,Kuwait,total,Northern Africa and Western Asia,Total,2017,96.04%,1
15+,Oman,total,Northern Africa and Western Asia,Total,2017,95.58%,1
15+,Qatar,total,Northern Africa and Western Asia,Total,2017,93.46%,1
15+,Saudi Arabia,total,Northern Africa and Western Asia,Total,2017,95.33%,1
15+,Turkey,total,Northern Africa and Western Asia,Total,2017,96.15%,1
15+,Algeria,total,Northern Africa and Western Asia,Total,2018,81.41%,1
15+,Bahrain,total,Northern Africa and Western Asia,Total,2018,97.46%,1
15+,Iraq,total,Northern Africa and Western Asia,Total,2018,50.14%,1
15+,Jordan,total,Northern Africa and Western Asia,Total,2018,98.23%,1
15+,Kuwait,total,Northern Africa and Western Asia,Total,2018,96.06%,1
15+,Lebanon,total,Northern Africa and Western Asia,Total,2018,95.07%,1
15+,Morocco,total,Northern Africa and Western Asia,Total,2018,73.75%,1
15+,Oman,total,Northern Africa and Western Asia,Total,2018,95.65%,1
15+,Palestine,total,Northern Africa and Western Asia,Total,2018,97.22%,1
15+,Sudan,total,Northern Africa and Western Asia,Total,2018,60.70%,1
15+,Papua New Guinea,total,Oceania,Total,2010,61.60%,1
15+,Marshall Islands,total,Oceania,Total,2011,98.27%,1
15+,Samoa,total,Oceania,Total,2011,98.97%,1
15+,Tonga,total,Oceania,Total,2011,99.39%,1
15+,Palau,total,Oceania,Total,2013,99.50%,1
15+,New Caledonia,total,Oceania,Total,2014,97.80%,1
15+,Vanuatu,total,Oceania,Total,2014,84.70%,1
15+,Palau,total,Oceania,Total,2015,96.59%,1
15+,Fiji,total,Oceania,Total,2017,99.08%,1
15+,Samoa,total,Oceania,Total,2018,99.10%,1
15+,Tonga,total,Oceania,Total,2018,99.41%,1
15+,Vanuatu,total,Oceania,Total,2018,87.51%,1
15+,Cameroon,total,Sub-Saharan Africa,Total,2010,71.29%,1
15+,Central African Republic,total,Sub-Saharan Africa,Total,2010,36.75%,1
15+,Equatorial Guinea,total,Sub-Saharan Africa,Total,2010,94.37%,1
15+,Ghana,total,Sub-Saharan Africa,Total,2010,71.50%,1
15+,Guinea,total,Sub-Saharan Africa,Total,2010,25.31%,1
15+,Malawi,total,Sub-Saharan Africa,Total,2010,61.31%,1
15+,Mali,total,Sub-Saharan Africa,Total,2010,31.10%,1
15+,Rwanda,total,Sub-Saharan Africa,Total,2010,65.85%,1
15+,Seychelles,total,Sub-Saharan Africa,Total,2010,93.95%,1
15+,South Africa,total,Sub-Saharan Africa,Total,2010,92.88%,1
15+,Swaziland,total,Sub-Saharan Africa,Total,2010,83.10%,1
15+,Uganda,total,Sub-Saharan Africa,Total,2010,73.21%,1
15+,United Republic of Tanzania,total,Sub-Saharan Africa,Total,2010,67.80%,1
15+,Zambia,total,Sub-Saharan Africa,Total,2010,83.01%,1
15+,Congo,total,Sub-Saharan Africa,Total,2011,79.31%,1
15+,Mali,total,Sub-Saharan Africa,Total,2011,33.56%,1
15+,Mauritius,total,Sub-Saharan Africa,Total,2011,89.25%,1
15+,Namibia,total,Sub-Saharan Africa,Total,2011,88.27%,1
15+,Senegal,total,Sub-Saharan Africa,Total,2011,52.05%,1
15+,South Africa,total,Sub-Saharan Africa,Total,2011,93.10%,1
15+,Togo,total,Sub-Saharan Africa,Total,2011,60.41%,1
15+,Zimbabwe,total,Sub-Saharan Africa,Total,2011,83.58%,1
15+,Benin,total,Sub-Saharan Africa,Total,2012,32.95%,1
15+,Cabo Verde,total,Sub-Saharan Africa,Total,2012,85.33%,1
15+,Comoros,total,Sub-Saharan Africa,Total,2012,49.20%,1
15+,Côte d'Ivoire,total,Sub-Saharan Africa,Total,2012,40.98%,1
15+,Democratic Republic of the Congo,total,Sub-Saharan Africa,Total,2012,75.02%,1
15+,Gabon,total,Sub-Saharan Africa,Total,2012,82.28%,1
15+,Madagascar,total,Sub-Saharan Africa,Total,2012,71.57%,1
